# time nrequests latency average
09:01:20 0  0.0 0.0
09:01:21 726 0.199339971074 0.0
09:01:22 662 0.163908879154 0.0
09:01:23 806 0.116694233251 0.0
09:01:24 663 0.142483159879 0.0
09:01:25 933 0.14582762701 0.0
09:01:26 715 0.17022218042 0.0
09:01:27 676 0.149184233728 0.0
09:01:28 720 0.150938776389 0.0
09:01:29 658 0.1116925 0.0
09:01:30 1045 0.136425226794 0.0
09:01:31 773 0.146410345408 0.14867167877
09:01:32 686 0.152872590379 0.143378716203
09:01:33 753 0.1477727251 0.142275087326
09:01:34 701 0.125070797432 0.145382936511
09:01:35 501 0.101461968064 0.143641700266
09:01:36 0  0.101461968064 0.143641700266
09:01:37 0  0.101461968064 0.143641700266
09:01:38 0  0.101461968064 0.143641700266
09:01:39 0  0.101461968064 0.143641700266
09:01:40 0  0.101461968064 0.143641700266
09:01:41 0  0.101461968064 0.143641700266
09:01:42 0  0.101461968064 0.143641700266
09:01:43 304 0.110579128289 0.139205134371
09:01:44 197 0.143185162437 0.133240829158
09:01:45 0  0.143185162437 0.133240829158
09:01:46 0  0.143185162437 0.133240829158
09:01:47 0  0.143185162437 0.133240829158
09:01:48 0  0.143185162437 0.133240829158
09:01:49 0  0.143185162437 0.133240829158
09:01:50 0  0.143185162437 0.133240829158
09:01:51 0  0.143185162437 0.133240829158
09:01:52 0  0.143185162437 0.133240829158
09:01:53 0  0.143185162437 0.133240829158
09:01:54 0  0.143185162437 0.133240829158
09:01:55 0  0.143185162437 0.133240829158
09:01:56 0  0.143185162437 0.133240829158
09:01:57 0  0.143185162437 0.133240829158
09:01:58 0  0.143185162437 0.133240829158
09:01:59 0  0.143185162437 0.133240829158
09:02:00 0  0.143185162437 0.133240829158
09:02:01 0  0.143185162437 0.133240829158
09:02:02 0  0.143185162437 0.133240829158
09:02:03 0  0.143185162437 0.133240829158
09:02:04 0  0.143185162437 0.133240829158
09:02:05 0  0.143185162437 0.133240829158
09:02:06 0  0.143185162437 0.133240829158
09:02:07 0  0.143185162437 0.133240829158
09:02:08 0  0.143185162437 0.133240829158
09:02:09 0  0.143185162437 0.133240829158
09:02:10 0  0.143185162437 0.133240829158
09:02:11 0  0.143185162437 0.133240829158
09:02:12 0  0.143185162437 0.133240829158
09:02:13 0  0.143185162437 0.133240829158
09:02:14 0  0.143185162437 0.133240829158
09:02:15 0  0.143185162437 0.133240829158
09:02:16 0  0.143185162437 0.133240829158
09:02:17 0  0.143185162437 0.133240829158
09:02:18 0  0.143185162437 0.133240829158
09:02:19 0  0.143185162437 0.133240829158
09:02:20 0  0.143185162437 0.133240829158
09:02:21 0  0.143185162437 0.133240829158
09:02:22 477 0.101820440252 0.132640922029
09:02:23 961 0.111396007284 0.127729088415
09:02:24 734 0.118763073569 0.127699439144
09:02:25 834 0.104467778177 0.125933223821
09:02:26 0  0.104467778177 0.125933223821
09:02:27 0  0.104467778177 0.125933223821
09:02:28 0  0.104467778177 0.125933223821
09:02:29 99 0.109380505051 0.121738967098
09:02:30 402 0.11485559204 0.117389758565
09:02:31 0  0.11485559204 0.117389758565
09:02:32 0  0.11485559204 0.117389758565
09:02:33 501 0.107576437126 0.11409804526
09:02:34 501 0.0996313473054 0.112348609229
09:02:35 0  0.0996313473054 0.112348609229
09:02:36 429 0.117501438228 0.112165547153
09:02:37 72 0.0996854305556 0.112857778147
09:02:38 0  0.0996854305556 0.112857778147
09:02:39 0  0.0996854305556 0.112857778147
09:02:40 551 0.108323039927 0.108507804959
09:02:41 556 0.107957703237 0.109158064926
09:02:42 576 0.125661717014 0.108814234522
09:02:43 433 0.12614369746 0.109504098866
09:02:44 660 0.115042612121 0.111671690794
09:02:45 669 0.106103393124 0.112237901501
09:02:46 241 0.100386394191 0.11136268161
09:02:47 439 0.109982009112 0.110643677316
09:02:48 597 0.12376919933 0.111678743497
09:02:49 475 0.112297458947 0.112305519607
09:02:50 613 0.103288771615 0.113566722446
09:02:51 202 0.10322000495 0.113063295615
09:02:52 0  0.10322000495 0.113063295615
09:02:53 0  0.10322000495 0.113063295615
09:02:54 0  0.10322000495 0.113063295615
09:02:55 0  0.10322000495 0.113063295615
09:02:56 0  0.10322000495 0.113063295615
09:02:57 0  0.10322000495 0.113063295615
09:02:58 0  0.10322000495 0.113063295615
09:02:59 0  0.10322000495 0.113063295615
09:03:00 256 0.105726335937 0.112589525786
09:03:01 245 0.0961852734694 0.110595987679
09:03:02 0  0.0961852734694 0.110595987679
09:03:03 0  0.0961852734694 0.110595987679
09:03:04 22 0.147095090909 0.10760014528
09:03:05 695 0.107535263309 0.110805393159
09:03:06 467 0.112555862955 0.110948580177
09:03:07 451 0.106835709534 0.112165527053
09:03:08 529 0.114203916824 0.111850897096
09:03:09 341 0.160420158358 0.110894368845
09:03:10 413 0.126828232446 0.115706638786
09:03:11 589 0.105999699491 0.118060584869
09:03:12 0  0.105999699491 0.118060584869
09:03:13 0  0.105999699491 0.118060584869
09:03:14 0  0.105999699491 0.118060584869
09:03:15 0  0.105999699491 0.118060584869
09:03:16 0  0.105999699491 0.118060584869
09:03:17 0  0.105999699491 0.118060584869
09:03:18 0  0.105999699491 0.118060584869
09:03:19 0  0.105999699491 0.118060584869
09:03:20 0  0.105999699491 0.118060584869
09:03:21 249 0.0986770321285 0.118338554323
09:03:22 252 0.0931350634921 0.117633623942
09:03:23 0  0.0931350634921 0.117633623942
09:03:24 0  0.0931350634921 0.117633623942
09:03:25 617 0.105184489465 0.117328602945
09:03:26 385 0.103283597403 0.1131375428
09:03:27 372 0.111174545699 0.11271237621
09:03:28 455 0.124159384615 0.112574244484
09:03:29 654 0.123288944954 0.114306611992
09:03:30 473 0.103185816068 0.115215114805
09:03:31 263 0.105616730038 0.109491680576
09:03:32 479 0.131593745303 0.107370530335
09:03:33 650 0.116326890769 0.109929934917
09:03:34 457 0.111663343545 0.111694920781
09:03:35 542 0.108186333948 0.113547748786
09:03:36 164 0.10210375 0.113847933234
09:03:37 0  0.10210375 0.113847933234
09:03:38 0  0.10210375 0.113847933234
09:03:39 0  0.10210375 0.113847933234
09:03:40 0  0.10210375 0.113847933234
09:03:41 0  0.10210375 0.113847933234
09:03:42 0  0.10210375 0.113847933234
09:03:43 0  0.10210375 0.113847933234
09:03:44 0  0.10210375 0.113847933234
09:03:45 0  0.10210375 0.113847933234
09:03:46 0  0.10210375 0.113847933234
09:03:47 501 0.118260225549 0.113729948494
09:03:48 0  0.118260225549 0.113729948494
09:03:49 0  0.118260225549 0.113729948494
09:03:50 0  0.118260225549 0.113729948494
09:03:51 0  0.118260225549 0.113729948494
09:03:52 0  0.118260225549 0.113729948494
09:03:53 0  0.118260225549 0.113729948494
09:03:54 230 0.10009166087 0.114438516479
09:03:55 271 0.0971569409594 0.112031744104
09:03:56 0  0.0971569409594 0.112031744104
09:03:57 76 0.0975039473684 0.109418543705
09:03:58 642 0.110034080997 0.108850356835
09:03:59 366 0.115675319672 0.109292091931
09:04:00 419 0.0993636706444 0.107700249368
09:04:01 0  0.0993636706444 0.107700249368
09:04:02 0  0.0993636706444 0.107700249368
09:04:03 29 0.098059 0.106003927355
09:04:04 628 0.116479644904 0.104643493001
09:04:05 345 0.108692823188 0.105472824096
09:04:06 72 0.0967554305556 0.106131731415
09:04:07 553 0.109567788427 0.103981251916
09:04:08 473 0.129275526427 0.104928864672
09:04:09 686 0.11234104519 0.108140723218
09:04:10 220 0.111505618182 0.109624433001
09:04:11 0  0.111505618182 0.109624433001
09:04:12 0  0.111505618182 0.109624433001
09:04:13 0  0.111505618182 0.109624433001
09:04:14 0  0.111505618182 0.109624433001
09:04:15 0  0.111505618182 0.109624433001
09:04:16 0  0.111505618182 0.109624433001
09:04:17 360 0.38484405 0.109771586719
09:04:18 642 0.11092084891 0.136688459752
09:04:19 474 0.119475059072 0.137844177578
09:04:20 528 0.104146439394 0.139985783485
09:04:21 0  0.104146439394 0.139985783485
09:04:22 0  0.104146439394 0.139985783485
09:04:23 501 0.102444528942 0.138752462934
09:04:24 703 0.100207930299 0.13812763351
09:04:25 299 0.102771140468 0.138472883484
09:04:26 0  0.102771140468 0.138472883484
09:04:27 0  0.102771140468 0.138472883484
09:04:28 0  0.102771140468 0.138472883484
09:04:29 34 0.121981852941 0.137793218688
09:04:30 583 0.104617058319 0.13706385134
09:04:31 385 0.10557452987 0.136291452653
09:04:32 0  0.10557452987 0.136291452653
09:04:33 0  0.10557452987 0.136291452653
09:04:34 0  0.10557452987 0.136291452653
09:04:35 0  0.10557452987 0.136291452653
09:04:36 0  0.10557452987 0.136291452653
09:04:37 184 0.108097880435 0.135698343821
09:04:38 317 0.328309741325 0.108023726865
09:04:39 364 0.0947763626374 0.129762616106
09:04:40 137 0.0972511240876 0.127292746463
09:04:41 479 0.102451960334 0.126603214932
09:04:42 523 0.105579688337 0.126603958072
09:04:43 534 0.118672677903 0.127141133875
09:04:44 506 0.112304764822 0.128731287619
09:04:45 641 0.103283313573 0.127763578807
09:04:46 323 0.105249473684 0.127630204332
09:04:47 0  0.105249473684 0.127630204332
09:04:48 0  0.105249473684 0.127630204332
09:04:49 0  0.105249473684 0.127630204332
09:04:50 0  0.105249473684 0.127630204332
09:04:51 0  0.105249473684 0.127630204332
09:04:52 0  0.105249473684 0.127630204332
09:04:53 0  0.105249473684 0.127630204332
09:04:54 0  0.105249473684 0.127630204332
09:04:55 139 0.126434877698 0.127597698714
09:04:56 362 0.100689085635 0.12943139844
